"plot_name","xmin","ymin","xmax","ymax"
"2018_SJER_3_252000_4104000_image_628",252900.7,4104710.616,252907.491,4104718.86
"2018_SJER_3_252000_4104000_image_628",252881.193,4104696.573,252884.451,4104699.94
"2018_SJER_3_252000_4104000_image_628",252904.016,4104725.568,252910.498,4104733.934
"2018_SJER_3_252000_4104000_image_628",252894.109,4104732.052,252897.955,4104733.93
"2018_SJER_3_252000_4104000_image_628",252898.093,4104732.539,252900.487,4104733.908
"2018_SJER_3_252000_4104000_image_628",252890.542,4104727.501,252894.432,4104733.42
"2018_SJER_3_252000_4104000_image_628",252878.526,4104731.137,252883.717,4104733.943
"2018_SJER_3_252000_4104000_image_628",252876.505,4104729.033,252881.677,4104733.917
"2018_SJER_3_252000_4104000_image_628",252896.014,4104724.11,252899.894,4104729.48
"2018_SJER_3_252000_4104000_image_628",252889.01,4104720.506,252894.492,4104727.482
"2018_SJER_3_252000_4104000_image_628",252904.541,4104720.679,252912.376,4104727.757
"2018_SJER_3_252000_4104000_image_628",252909.507,4104703.011,252913.998,4104714.494
"2018_SJER_3_252000_4106000_image_234",252334.554,4106314.006,252341.998,4106315.949
"2018_SJER_3_252000_4106000_image_234",252342.597,4106276.068,252343.979,4106277.858
"2018_SJER_3_252000_4106000_image_234",252311.035,4106289.573,252319.477,4106295.706
"2018_SJER_3_252000_4106000_image_234",252311.721,4106291.525,252320.498,4106300.381
"2018_SJER_3_252000_4106000_image_234",252338.092,4106298.208,252342.46,4106301.856
"2018_SJER_3_252000_4106000_image_326",252475.509,4106887.031,252478.465,4106890.491
"2018_SJER_3_252000_4106000_image_326",252462.056,4106890.039,252466.442,4106893.158
"2018_SJER_3_252000_4106000_image_326",252476.545,4106884.052,252480.997,4106886.834
"2018_SJER_3_252000_4106000_image_326",252457.053,4106894.561,252460.462,4106897.976
"2018_SJER_3_252000_4106000_image_326",252469.551,4106894.015,252473.886,4106897.491
"2018_SJER_3_252000_4106000_image_326",252472.532,4106899.202,252474.449,4106900.97
"2018_SJER_3_252000_4106000_image_326",252467.319,4106903.626,252474.294,4106909.891
"2018_SJER_3_252000_4106000_image_326",252466.511,4106908.01,252481.493,4106914.5
"2018_SJER_3_252000_4106000_image_326",252458.54,4106909.828,252466.994,4106913.981
"2018_SJER_3_252000_4106000_image_326",252456.481,4106912.86,252462.923,4106919.967
"2018_SJER_3_252000_4106000_image_326",252468.065,4106914.503,252481.857,4106921.998
"2018_SJER_3_252000_4106000_image_66",252085.054,4106504.061,252097.462,4106516.132
"2018_SJER_3_252000_4106000_image_66",252082.724,4106504.091,252088.825,4106509.882
"2018_SJER_3_252000_4106000_image_66",252076.002,4106504.064,252077.478,4106506.496
"2018_SJER_3_252000_4107000_image_372",252503.587,4107162.054,252507.44,4107165.953
"2018_SJER_3_252000_4107000_image_372",252502.532,4107165.518,252507.477,4107173.488
"2018_SJER_3_252000_4107000_image_372",252502.501,4107173.52,252506.487,4107179.41
"2018_SJER_3_252000_4107000_image_372",252514.521,4107175.063,252524.997,4107188.454
"2018_SJER_3_252000_4107000_image_372",252502.001,4107179.54,252505.978,4107183.075
"2018_SJER_3_252000_4107000_image_372",252501.501,4107182.703,252505.983,4107189.989
"2018_SJER_3_252000_4107000_image_372",252501.007,4107190.026,252504.988,4107197.366
"2018_SJER_3_252000_4107000_image_372",252515.522,4107193.198,252518.488,4107195.495
"2018_SJER_3_252000_4107000_image_372",252500.737,4107197.001,252504.867,4107200.485
"2018_SJER_3_252000_4107000_image_372",252500.661,4107200.15,252504.499,4107201.933
"2018_SJER_3_252000_4107000_image_372",252524.003,4107162.057,252533.491,4107170.963
"2018_SJER_3_252000_4107000_image_477",252682.02,4107276.061,252685.993,4107278.953
"2018_SJER_3_252000_4107000_image_477",252680.505,4107277.523,252685.976,4107283.856
"2018_SJER_3_252000_4107000_image_477",252675.569,4107276.581,252680.995,4107284.944
"2018_SJER_3_252000_4107000_image_477",252672.72,4107276.058,252676.492,4107283.498
"2018_SJER_3_252000_4107000_image_477",252676.546,4107276.063,252681.967,4107278.488
"2018_SJER_3_252000_4107000_image_477",252646.003,4107303.006,252650.938,4107311.979
"2018_SJER_3_252000_4107000_image_477",252647.56,4107299.046,252657.497,4107307.463
"2018_SJER_3_252000_4107000_image_477",252646.01,4107293.039,252654.995,4107303.363
"2018_SJER_3_252000_4107000_image_477",252652.086,4107288.466,252661.494,4107294
"2018_SJER_3_252000_4107000_image_477",252656.53,4107301.508,252665.99,4107312.371
"2018_SJER_3_252000_4107000_image_477",252664.029,4107306.004,252672.996,4107311.985
"2018_SJER_3_252000_4107000_image_477",252671.006,4107302.004,252675.994,4107309.494
"2018_SJER_3_252000_4107000_image_477",252664.029,4107302.008,252671.994,4107308.473
"2018_SJER_3_252000_4107000_image_477",252655.009,4107296.502,252662.996,4107303.708
"2018_SJER_3_252000_4107000_image_477",252662.5,4107297.133,252670.283,4107302.982
"2018_SJER_3_252000_4107000_image_477",252661.001,4107289.245,252667.465,4107297.995
"2018_SJER_3_252000_4107000_image_477",252677.669,4107288.596,252685.992,4107297.98
"2018_SJER_3_252000_4107000_image_477",252675.546,4107290.043,252681.397,4107297.377
"2018_SJER_3_252000_4107000_image_477",252653.519,4107291.039,252661.469,4107296.495
"2018_SJER_3_252000_4107000_image_477",252679.024,4107283.143,252685.994,4107289.499
"2018_SJER_3_252000_4108000_image_517",252744.078,4108840.501,252754.982,4108847.949
"2018_SJER_3_252000_4108000_image_517",252731.043,4108842.507,252737.466,4108847.941
"2018_SJER_3_252000_4108000_image_517",252748.575,4108808.051,252757.849,4108815.99
"2018_SJER_3_252000_4108000_image_517",252729.505,4108810.003,252743.965,4108823.458
"2018_SJER_3_252000_4108000_image_517",252746.507,4108815.616,252755.493,4108825.913
"2018_SJER_3_252000_4108000_image_517",252753.018,4108815.007,252759.922,4108825.495
"2018_SJER_3_252000_4108000_image_517",252738.506,4108816.504,252746.99,4108828.87
"2018_SJER_3_252000_4108000_image_517",252722.002,4108816.519,252730.489,4108825.947
"2018_SJER_3_252000_4108000_image_517",252742.008,4108820.067,252750.496,4108828.282
"2018_SJER_3_252000_4108000_image_517",252732.018,4108828.322,252740.966,4108836.892
"2018_SJER_3_252000_4112000_image_451",252630.006,4112263.016,252639.927,4112273.858
"2018_SJER_3_252000_4112000_image_451",252616.501,4112262.073,252626.486,4112272.93
"2018_SJER_3_252000_4112000_image_451",252610.658,4112263.007,252617.994,4112268.714
"2018_SJER_3_252000_4112000_image_451",252608.601,4112253.525,252620.441,4112263.469
"2018_SJER_3_252000_4112000_image_451",252639.523,4112257.563,252642.975,4112261
"2018_SJER_3_252000_4112000_image_451",252641.512,4112255.024,252645.943,4112259.366
"2018_SJER_3_252000_4112000_image_451",252608.003,4112244.016,252614.998,4112259.496
"2018_SJER_3_252000_4112000_image_451",252632.113,4112253.001,252636.987,4112257.937
"2018_SJER_3_252000_4112000_image_451",252615.046,4112248.504,252626.988,4112257.446
"2018_SJER_3_252000_4112000_image_451",252640.025,4112248.023,252646.466,4112254.915
"2018_SJER_3_252000_4112000_image_451",252627.064,4112248.002,252634.947,4112254.836
"2018_SJER_3_252000_4112000_image_451",252624.583,4112243.729,252630.971,4112251.879
"2018_SJER_3_252000_4112000_image_451",252643.503,4112243.665,252647.999,4112250.499
"2018_SJER_3_252000_4112000_image_451",252633.503,4112242.008,252640.419,4112248.855
"2018_SJER_3_252000_4112000_image_451",252641.593,4112241.59,252647.969,4112247.999
"2018_SJER_3_252000_4112000_image_451",252628.092,4112238.05,252636.487,4112247.985
"2018_SJER_3_252000_4112000_image_451",252620.018,4112241.001,252623.93,4112247.397
"2018_SJER_3_252000_4112000_image_451",252620.505,4112238.25,252623.978,4112241.485
"2018_SJER_3_252000_4112000_image_451",252626.038,4112238.09,252631.977,4112243.853
"2018_SJER_3_252000_4112000_image_451",252610.009,4112265.236,252614.959,4112270.95
"2018_SJER_3_252000_4112000_image_451",252608.007,4112265.049,252609.992,4112270.451
"2018_SJER_3_252000_4112000_image_451",252640.505,4112267.505,252647.921,4112272.953
"2018_SJER_3_252000_4112000_image_451",252608.029,4112270.199,252612.931,4112274.477
"2018_SJER_3_252000_4112000_image_451",252627.019,4112271.197,252633.914,4112277.796
"2018_SJER_3_252000_4112000_image_451",252621.548,4112271.547,252627.465,4112277.938
"2018_SJER_3_252000_4112000_image_451",252608.029,4112272.141,252610.495,4112276.992
"2018_SJER_3_252000_4112000_image_451",252635.589,4112272.003,252644.997,4112277.948
"2018_SJER_3_252000_4112000_image_451",252619.04,4112273.02,252623.992,4112277.948
"2018_SJER_3_252000_4112000_image_451",252613,4112273.513,252617.472,4112277.941
"2018_SJER_3_252000_4112000_image_451",252643.039,4112271.066,252647.997,4112277.941
"2018_SJER_3_252000_4112000_image_451",252608.075,4112275.175,252612.999,4112277.948
"2018_SJER_3_252000_4113000_image_310",252434.584,4113493.58,252436.199,4113495.342
"2018_SJER_3_252000_4113000_image_310",252453.095,4113494.181,252457.995,4113498.981
"2018_SJER_3_252000_4113000_image_310",252452.102,4113499.02,252457.996,4113503.47
"2018_SJER_3_252000_4113000_image_310",252452.65,4113503.518,252457.972,4113505.945
"2018_SJER_3_252000_4113000_image_323",252418.003,4113028.542,252426.832,4113039.482
"2018_SJER_3_252000_4113000_image_323",252418.001,4113021.007,252425.857,4113029.975
"2018_SJER_3_252000_4113000_image_323",252449.555,4113035.076,252457.979,4113039.947
"2018_SJER_3_252000_4113000_image_323",252432.001,4113030.136,252440.315,4113038.834
"2018_SJER_3_252000_4113000_image_323",252433.627,4113028.27,252442.992,4113038.063
"2018_SJER_3_252000_4113000_image_323",252454.679,4113027.752,252457.999,4113034.997
"2018_SJER_3_252000_4113000_image_323",252436.543,4113012.055,252446.375,4113019.821
"2018_SJER_3_252000_4113000_image_323",252433.535,4113011.215,252437.928,4113019.474
"2018_SJER_3_252000_4113000_image_323",252456.538,4113010.724,252457.997,4113013.894
"2018_SJER_3_252000_4113000_image_323",252436.09,4113003.572,252447.489,4113013.864
"2018_SJER_3_252000_4113000_image_323",252456.53,4113003.23,252457.997,4113010.348
"2018_SJER_3_253000_4104000_image_637",253874.042,4104352.056,253876.494,4104354.338
"2018_SJER_3_253000_4104000_image_637",253890.559,4104352.057,253900.876,4104365.373
"2018_SJER_3_253000_4104000_image_637",253886.015,4104352.055,253896.937,4104366.339
"2018_SJER_3_253000_4104000_image_637",253874.167,4104381.003,253876.428,4104383.427
"2018_SJER_3_253000_4104000_image_637",253874.012,4104360.114,253876.905,4104363.963
"2018_SJER_3_253000_4104000_image_637",253877.526,4104360.086,253885.424,4104369.494
"2018_SJER_3_253000_4104000_image_637",253898.031,4104388.051,253908.236,4104391.946
"2018_SJER_3_253000_4104000_image_637",253895.507,4104384.011,253899.969,4104391.949
"2018_SJER_3_253000_4104000_image_637",253899.082,4104381.508,253908.489,4104389.934
"2018_SJER_3_253000_4104000_image_637",253892.107,4104364.105,253905.289,4104376.911
"2018_SJER_3_253000_4104000_image_637",253897.55,4104369.085,253905.997,4104381.47
"2018_SJER_3_253000_4105000_image_225",253318.597,4105654.777,253325.994,4105657.949
"2018_SJER_3_253000_4105000_image_225",253325.725,4105655.532,253329.484,4105657.906
"2018_SJER_3_253000_4105000_image_225",253329.501,4105655.597,253332.445,4105657.938
"2018_SJER_3_253000_4105000_image_303",253444.51,4105769.109,253446.792,4105771.945
"2018_SJER_3_253000_4105000_image_303",253445.551,4105766.024,253448.3,4105769.98
"2018_SJER_3_253000_4105000_image_303",253446.053,4105761.078,253449.499,4105766.319
"2018_SJER_3_253000_4105000_image_303",253434.134,4105761.697,253436.982,4105764.5
"2018_SJER_3_253000_4105000_image_303",253447.645,4105759.502,253451.432,4105762.495
"2018_SJER_3_253000_4105000_image_303",253450.619,4105757.05,253452.472,4105758.939
"2018_SJER_3_253000_4105000_image_303",253451.058,4105753.55,253452.957,4105755.464
"2018_SJER_3_253000_4105000_image_303",253422.54,4105750.001,253429.047,4105755.474
"2018_SJER_3_253000_4105000_image_303",253451.537,4105732.052,253456.985,4105735.492
"2018_SJER_3_253000_4105000_image_303",253446.008,4105732.082,253451.987,4105735.928
"2018_SJER_3_253000_4105000_image_303",253441.031,4105732.059,253447.46,4105736.378
"2018_SJER_3_253000_4105000_image_303",253449.075,4105734.145,253453.978,4105739.472
"2018_SJER_3_253000_4105000_image_303",253444.593,4105735.526,253450.365,4105740.481
"2018_SJER_3_253000_4105000_image_303",253454.007,4105743.002,253456.411,4105746.269
"2018_SJER_3_253000_4105000_image_303",253422.532,4105747.539,253429.847,4105751.387
"2018_SJER_3_253000_4105000_image_303",253452.566,4105747.135,253453.871,4105748.484
"2018_SJER_3_253000_4105000_image_303",253451.51,4105750.002,253452.973,4105751.394
"2018_SJER_3_253000_4105000_image_689",253965.049,4105446.183,253966.993,4105447.885
"2018_SJER_3_253000_4105000_image_689",253987.512,4105444.501,253989.499,4105446.421
"2018_SJER_3_253000_4105000_image_72",253076.071,4105276.053,253078.475,4105278.957
"2018_SJER_3_253000_4105000_image_72",253078.015,4105276.052,253081.957,4105279.815
"2018_SJER_3_253000_4105000_image_72",253087.557,4105276.126,253093.941,4105282.958
"2018_SJER_3_253000_4105000_image_72",253076.008,4105292.099,253080.384,4105297.935
"2018_SJER_3_253000_4105000_image_72",253110.003,4105289.019,253115.999,4105299.995
"2018_SJER_3_253000_4105000_image_72",253076,4105297.003,253079.337,4105301.925
"2018_SJER_3_253000_4105000_image_72",253110.503,4105297.547,253115.993,4105305.473
"2018_SJER_3_253000_4105000_image_72",253076.016,4105304.511,253084.966,4105309.992
"2018_SJER_3_253000_4105000_image_72",253080.548,4105306.503,253085.472,4105315.865
"2018_SJER_3_253000_4105000_image_72",253076.006,4105309.092,253080.484,4105313.994
"2018_SJER_3_253000_4105000_image_72",253076.023,4105312.018,253082.691,4105315.94
"2018_SJER_3_253000_4107000_image_532",253722,4107238.079,253725.454,4107248.411
"2018_SJER_3_253000_4107000_image_532",253752.536,4107238.056,253755.971,4107241.473
"2018_SJER_3_253000_4107000_image_532",253734.006,4107255.517,253739.443,4107260.403
"2018_SJER_3_253000_4107000_image_532",253722,4107258.011,253725.999,4107263
"2018_SJER_3_253000_4107000_image_532",253725.509,4107257.561,253728.979,4107260.963
"2018_SJER_3_253000_4107000_image_532",253751.006,4107257.521,253761.999,4107272.972
"2018_SJER_3_253000_4107000_image_532",253722.016,4107263.508,253724.48,4107267
"2018_SJER_3_253000_4107000_image_532",253722.01,4107266.61,253724.959,4107270.468
"2018_SJER_3_253000_4107000_image_532",253730.513,4107266.542,253734.974,4107271.361
"2018_SJER_3_253000_4107000_image_532",253722.544,4107269.501,253726.998,4107273.962
"2018_SJER_3_253000_4107000_image_532",253740.001,4107270.018,253743.466,4107273.5
"2018_SJER_3_253000_4107000_image_532",253742.551,4107271.056,253747.925,4107275.968
"2018_SJER_3_253000_4107000_image_637",253892.529,4107369.516,253900.98,4107377.496
"2018_SJER_3_253000_4107000_image_637",253881.138,4107372.517,253889.91,4107380.944
"2018_SJER_3_253000_4107000_image_637",253896.521,4107368.515,253904.464,4107373.817
"2018_SJER_3_253000_4107000_image_637",253874.001,4107372.044,253878.455,4107383.463
"2018_SJER_3_253000_4107000_image_637",253895.528,4107362.003,253904.416,4107368.385
"2018_SJER_3_253000_4107000_image_637",253878.001,4107357.515,253883.452,4107366.803
"2018_SJER_3_253000_4107000_image_637",253889.514,4107360.177,253895.996,4107365.48
"2018_SJER_3_253000_4107000_image_637",253874.001,4107357.145,253878.961,4107366.988
"2018_SJER_3_253000_4107000_image_637",253898.536,4107360.523,253905.495,4107367.958
"2018_SJER_3_253000_4107000_image_637",253889.568,4107355.51,253895.438,4107360.949
"2018_SJER_3_253000_4107000_image_637",253886.014,4107353.515,253892.481,4107360.79
"2018_SJER_3_253000_4107000_image_637",253895.037,4107354.16,253900.493,4107359.47
"2018_SJER_3_253000_4107000_image_637",253878.009,4107352.052,253882.499,4107354.984
"2018_SJER_3_253000_4107000_image_637",253903.008,4107354.048,253905.355,4107356.5
"2018_SJER_3_253000_4107000_image_637",253906.054,4107354.205,253913.997,4107361.49
"2018_SJER_3_253000_4107000_image_637",253900.512,4107358.542,253906.434,4107364.879
"2018_SJER_3_253000_4107000_image_637",253910.513,4107358.091,253913.994,4107364.423
"2018_SJER_3_253000_4107000_image_637",253905.5,4107360.211,253910.937,4107368.498
"2018_SJER_3_253000_4107000_image_637",253909.565,4107364.604,253913.99,4107368.72
"2018_SJER_3_253000_4107000_image_637",253908.602,4107368.529,253913.998,4107374.48
"2018_SJER_3_253000_4107000_image_637",253890.549,4107377.502,253901.883,4107387.687
"2018_SJER_3_253000_4107000_image_637",253885.516,4107388.085,253890.983,4107391.945
"2018_SJER_3_253000_4107000_image_637",253881.61,4107387.01,253885.967,4107391.941
"2018_SJER_3_253000_4107000_image_637",253877.085,4107390.016,253880.992,4107391.945
"2018_SJER_3_253000_4107000_image_637",253877.554,4107387.276,253881.963,4107390.669
"2018_SJER_3_253000_4107000_image_637",253901.008,4107383.004,253909.994,4107391.926
"2018_SJER_3_253000_4107000_image_637",253905.513,4107376.168,253911.479,4107382.484
"2018_SJER_3_253000_4107000_image_637",253912.008,4107385.691,253913.994,4107388.977
"2018_SJER_3_253000_4107000_image_637",253911.534,4107389.042,253913.989,4107391.916
"2018_SJER_3_253000_4108000_image_721",253960.001,4108238.074,253965.41,4108246.32
"2018_SJER_3_253000_4108000_image_721",253960.01,4108243.217,253969.985,4108253.464
"2018_SJER_3_253000_4108000_image_721",253965.51,4108266.041,253976.47,4108275.412
"2018_SJER_3_253000_4108000_image_721",253965,4108271.009,253974.969,4108277.942
"2018_SJER_3_253000_4108000_image_721",253984.505,4108272.031,253994.487,4108277.948
"2018_SJER_3_253000_4108000_image_721",253978.22,4108273.502,253984.992,4108277.917
"2018_SJER_3_253000_4109000_image_573",253812.555,4109734.655,253818.953,4109741.498
"2018_SJER_3_253000_4109000_image_573",253815.092,4109732.051,253821.876,4109737.918
"2018_SJER_3_253000_4109000_image_573",253798.001,4109734.02,253801.996,4109740.306
"2018_SJER_3_253000_4109000_image_573",253800.045,4109732.059,253803.957,4109738.489
"2018_SJER_3_253000_4109000_image_573",253826.508,4109732.506,253829.438,4109734.982
"2018_SJER_3_253000_4109000_image_573",253798.033,4109732.051,253800.483,4109733.972
"2018_SJER_3_253000_4109000_image_573",253798,4109740.61,253800.442,4109749.996
"2018_SJER_3_253000_4109000_image_573",253808.008,4109740.034,253814.975,4109746.499
"2018_SJER_3_253000_4109000_image_573",253821.017,4109745.507,253830.957,4109756.733
"2018_SJER_3_253000_4109000_image_573",253824.006,4109767.551,253830.973,4109771.948
"2018_SJER_3_253000_4109000_image_573",253819.048,4109760.586,253825.484,4109771.92
"2018_SJER_3_253000_4109000_image_573",253822.062,4109760.503,253831.961,4109770.844
"2018_SJER_3_253000_4109000_image_573",253798.02,4109766.128,253799.988,4109768.993
"2018_SJER_3_253000_4109000_image_573",253837.122,4109763.019,253837.985,4109764.485
"2018_SJER_3_253000_4109000_image_573",253807.004,4109761.269,253812.496,4109766.486
"2018_SJER_3_253000_4112000_image_581",253830.047,4112439.015,253837.996,4112449
"2018_SJER_3_253000_4112000_image_581",253810.563,4112437.087,253816.988,4112447.475
"2018_SJER_3_253000_4112000_image_581",253822.011,4112442.032,253824.949,4112445.499
"2018_SJER_3_253000_4112000_image_581",253807.037,4112448.033,253810.493,4112451.494
"2018_SJER_3_253000_4112000_image_581",253819.526,4112449.015,253825.95,4112454.999
"2018_SJER_3_253000_4112000_image_581",253835.554,4112448.514,253837.999,4112453.448
"2018_SJER_3_253000_4112000_image_581",253806.034,4112453.519,253810.472,4112457.918
"2018_SJER_3_253000_4112000_image_581",253798.034,4112454.654,253800.474,4112457.984
"2018_SJER_3_253000_4112000_image_581",253800.651,4112458.707,253804.468,4112462.351
"2018_SJER_3_253000_4112000_image_581",253802.524,4112460.529,253806.968,4112464.969
"2018_SJER_3_253000_4112000_image_581",253806.011,4112463.556,253810.467,4112467.922
"2018_SJER_3_253000_4112000_image_581",253824.01,4112462.093,253829.445,4112467.401
"2018_SJER_3_253000_4112000_image_581",253810.535,4112465.014,253814.483,4112467.913
"2018_SJER_3_253000_4112000_image_581",253814.539,4112465.527,253818.463,4112467.924
"2018_SJER_3_253000_4112000_image_581",253832.012,4112464.502,253836.47,4112467.919
"2018_SJER_3_253000_4112000_image_581",253820.508,4112465.509,253824.997,4112467.944
"2018_SJER_3_253000_4112000_image_581",253803.007,4112436.005,253806.866,4112439.914
"2018_SJER_3_253000_4112000_image_581",253818.617,4112430.505,253824.967,4112436.49
"2018_SJER_3_253000_4112000_image_581",253832.048,4112428.067,253836.494,4112431.477
